note_minus_2,note_minus_1,current_note,avg_interval,label
16,23,23,3.5,0
23,23,16,-3.5,0
23,16,21,-1.0,0
16,21,16,0.0,0
21,16,16,-2.5,0
16,16,15,-0.5,0
16,15,16,0.0,0
15,16,20,2.5,0
16,20,16,0.0,0
20,16,23,1.5,0
16,23,20,2.0,0
23,20,19,-2.0,0
20,19,20,0.0,0
19,20,23,2.0,0
20,23,20,0.0,0
23,20,26,1.5,0
20,26,23,1.5,0
26,23,29,1.5,0
23,29,26,1.5,0
29,26,32,1.5,0
26,32,29,1.5,0
32,29,35,1.5,0
29,35,32,1.5,0
35,32,38,1.5,0
32,38,35,1.5,0
38,35,33,-2.5,0
35,33,32,-1.5,0
33,32,40,3.5,0
32,40,38,3.0,0
40,38,37,-1.5,0
38,37,35,-1.5,0
37,35,33,-2.0,0
35,33,32,-1.5,0
33,32,33,0.0,0
32,33,30,-1.0,0
33,30,27,-3.0,0
30,27,23,-3.5,0
27,23,21,-3.0,0
23,21,18,-2.5,0
21,18,23,1.0,0
18,23,20,1.0,0
23,20,16,-3.5,0
20,16,14,-3.0,0
16,14,11,-2.5,0
14,11,19,2.5,0
11,19,16,2.5,0
19,16,13,-3.0,0
16,13,9,-3.5,0
13,9,8,-2.5,0
9,8,7,-1.0,0
8,7,6,-1.0,0
7,6,10,1.5,0
6,10,11,2.5,0
10,11,6,-2.0,0
11,6,13,1.0,0
6,13,6,0.0,0
13,6,14,0.5,0
6,14,8,1.0,0
14,8,4,-5.0,0
8,4,8,0.0,0
4,8,2,-1.0,0
8,2,8,0.0,0
2,8,1,-0.5,0
8,1,4,-2.0,0
1,4,9,4.0,0
4,9,11,3.5,0
9,11,13,2.0,0
11,13,16,2.5,0
13,16,13,0.0,0
16,13,11,-2.5,0
13,11,9,-2.0,0
11,9,4,-3.5,0
9,4,16,3.5,0
4,16,25,10.5,0
16,25,26,5.0,0
25,26,28,1.5,0
26,28,30,2.0,0
28,30,26,-1.0,0
30,26,28,-1.0,0
26,28,30,2.0,0
28,30,32,2.0,0
30,32,28,-1.0,0
32,28,30,-1.0,0
28,30,32,2.0,0
30,32,33,1.5,0
32,33,37,2.5,0
33,37,38,2.5,0
37,38,40,1.5,0
38,40,42,2.0,0
40,42,38,-1.0,0
42,38,40,-1.0,0
38,40,42,2.0,0
40,42,44,2.0,0
42,44,40,-1.0,0
44,40,42,-1.0,0
40,42,44,2.0,0
42,44,45,1.5,0
44,45,40,-2.0,0
45,40,37,-4.0,0
40,37,33,-3.5,0
37,33,28,-4.5,0
33,28,25,-4.0,0
28,25,21,-3.5,0
25,21,16,-4.5,0
21,16,13,-4.0,0
16,13,9,-3.5,0
13,9,13,0.0,0
9,13,9,0.0,0
13,9,13,0.0,0
9,13,18,4.5,0
13,18,18,2.5,0
18,18,21,1.5,0
18,21,8,-5.0,0
21,8,9,-6.0,0
8,9,6,-1.0,0
9,6,13,2.0,0
6,13,12,3.0,0
13,12,13,0.0,0
12,13,9,-1.5,0
13,9,18,2.5,0
9,18,26,8.5,0
18,26,25,3.5,0
26,25,24,-1.0,0
25,24,24,-0.5,0
24,24,20,-2.0,0
24,20,21,-1.5,0
20,21,18,-1.0,0
21,18,21,0.0,0
18,21,20,1.0,0
21,20,21,0.0,0
20,21,18,-1.0,0
21,18,21,0.0,0
18,21,25,3.5,0
21,25,17,-2.0,0
25,17,13,-6.0,0
17,13,13,-2.0,0
13,13,13,0.0,0
13,13,13,0.0,0
13,13,20,3.5,0
13,20,13,0.0,0
20,13,15,-2.5,0
13,15,23,5.0,0
15,23,23,4.0,0
23,23,18,-2.5,0
23,18,14,-4.5,0
18,14,20,1.0,0
14,20,14,0.0,0
20,14,14,-3.0,0
14,14,18,2.0,0
14,18,13,-0.5,0
18,13,17,-0.5,0
13,17,11,-1.0,0
17,11,13,-2.0,0
11,13,23,6.0,0
13,23,21,4.0,0
23,21,20,-1.5,0
21,20,9,-6.0,0
20,9,13,-3.5,0
9,13,18,4.5,0
13,18,18,2.5,0
18,18,21,1.5,0
18,21,8,-5.0,0
21,8,9,-6.0,0
8,9,6,-1.0,0
9,6,13,2.0,0
6,13,12,3.0,0
13,12,13,0.0,0
12,13,9,-1.5,0
13,9,18,2.5,0
9,18,26,8.5,0
18,26,25,3.5,0
26,25,24,-1.0,0
25,24,24,-0.5,0
24,24,20,-2.0,0
24,20,21,-1.5,0
20,21,18,-1.0,0
21,18,21,0.0,0
18,21,20,1.0,0
21,20,21,0.0,0
20,21,18,-1.0,0
21,18,21,0.0,0
18,21,25,3.5,0
21,25,13,-4.0,0
25,13,14,-5.5,0
13,14,18,2.5,0
14,18,16,1.0,0
18,16,14,-2.0,0
16,14,13,-1.5,0
14,13,16,1.0,0
13,16,20,3.5,0
16,20,13,-1.5,0
20,13,14,-3.0,0
13,14,23,5.0,0
14,23,22,4.0,0
23,22,14,-4.5,0
22,14,18,-2.0,0
14,18,16,1.0,0
18,16,14,-2.0,0
16,14,9,-3.5,0
14,9,13,-0.5,0
9,13,17,4.0,0
13,17,13,0.0,0
17,13,16,-0.5,0
13,16,23,5.0,0
16,23,18,1.0,0
23,18,8,-7.5,0
18,8,11,-3.5,0
8,11,22,7.0,0
11,22,14,1.5,0
22,14,18,-2.0,0
14,18,16,1.0,0
18,16,14,-2.0,0
16,14,13,-1.5,0
14,13,16,1.0,0
13,16,14,0.5,0
16,14,18,1.0,0
14,18,16,1.0,0
18,16,14,-2.0,0
16,14,13,-1.5,0
14,13,16,1.0,0
13,16,23,5.0,0
16,23,22,3.0,0
23,22,23,0.0,0
22,23,22,0.0,0
23,22,14,-4.5,0
22,14,18,-2.0,0
14,18,16,1.0,0
18,16,14,-2.0,0
16,14,9,-3.5,0
14,9,13,-0.5,0
9,13,17,4.0,0
13,17,13,0.0,0
17,13,16,-0.5,0
13,16,23,5.0,0
16,23,18,1.0,0
23,18,8,-7.5,0
18,8,11,-3.5,0
8,11,22,7.0,0
11,22,14,1.5,0
22,14,18,-2.0,0
14,18,16,1.0,0
18,16,14,-2.0,0
16,14,22,3.0,0
14,22,18,2.0,0
22,18,23,0.5,0
18,23,18,0.0,0
23,18,24,0.5,0
18,24,18,0.0,0
24,18,23,-0.5,0
18,23,20,1.0,0
23,20,23,0.0,0
20,23,25,2.5,0
23,25,26,1.5,0
25,26,27,1.0,0
26,27,28,1.0,0
27,28,27,0.0,0
28,27,21,-3.5,0
27,21,28,0.5,0
21,28,23,1.0,0
28,23,28,0.0,0
23,28,23,0.0,0
28,23,28,0.0,0
23,28,25,1.0,0
28,25,28,0.0,0
25,28,25,0.0,0
28,25,28,0.0,0
25,28,25,0.0,0
28,25,30,1.0,0
25,30,31,3.0,0
30,31,32,1.0,0
31,32,33,1.0,0
32,33,37,2.5,0
33,37,35,1.0,0
37,35,28,-4.5,0
35,28,25,-5.0,0
28,25,28,0.0,0
25,28,25,0.0,0
28,25,26,-1.0,0
25,26,23,-1.0,0
26,23,25,-0.5,0
23,25,22,-0.5,0
25,22,25,0.0,0
22,25,22,0.0,0
25,22,25,0.0,0
22,25,19,-1.5,0
25,19,35,5.0,0
19,35,34,7.5,0
35,34,31,-2.0,0
34,31,31,-1.5,0
31,31,30,-0.5,0
31,30,28,-1.5,0
30,28,25,-2.5,0
28,25,18,-5.0,0
25,18,24,-0.5,0
18,24,22,2.0,0
24,22,23,-0.5,0
22,23,17,-2.5,0
23,17,23,0.0,0
17,23,16,-0.5,0
23,16,21,-1.0,0
16,21,20,2.0,0
21,20,21,0.0,0
20,21,17,-1.5,0
21,17,28,3.5,0
17,28,27,5.0,0
28,27,26,-1.0,0
27,26,26,-0.5,0
26,26,25,-0.5,0
26,25,24,-1.0,0
25,24,20,-2.5,0
24,20,16,-4.0,0
20,16,26,3.0,0
16,26,24,4.0,0
26,24,20,-3.0,0
24,20,16,-4.0,0
20,16,28,4.0,0
16,28,24,4.0,0
28,24,23,-2.5,0
24,23,23,-0.5,0
23,23,16,-3.5,0
23,16,21,-1.0,0
16,21,16,0.0,0
21,16,23,1.0,0
16,23,23,3.5,0
23,23,16,-3.5,0
23,16,21,-1.0,0
16,21,16,0.0,0
21,16,20,-0.5,0
16,20,16,0.0,0
20,16,26,3.0,0
16,26,24,4.0,0
26,24,20,-3.0,0
24,20,16,-4.0,0
20,16,28,4.0,0
16,28,24,4.0,0
28,24,23,-2.5,0
24,23,23,-0.5,0
23,23,16,-3.5,0
23,16,21,-1.0,0
16,21,16,0.0,0
21,16,23,1.0,0
16,23,23,3.5,0
23,23,16,-3.5,0
23,16,21,-1.0,0
16,21,16,0.0,0
21,16,16,-2.5,0
16,16,15,-0.5,0
16,15,16,0.0,0
15,16,20,2.5,0
16,20,16,0.0,0
20,16,23,1.5,0
16,23,20,2.0,0
23,20,19,-2.0,0
20,19,20,0.0,0
19,20,23,2.0,0
20,23,20,0.0,0
23,20,26,1.5,0
20,26,23,1.5,0
26,23,29,1.5,0
23,29,26,1.5,0
29,26,32,1.5,0
26,32,29,1.5,0
32,29,35,1.5,0
29,35,32,1.5,0
35,32,38,1.5,0
32,38,35,1.5,0
38,35,33,-2.5,0
35,33,32,-1.5,0
33,32,40,3.5,0
32,40,38,3.0,0
40,38,37,-1.5,0
38,37,35,-1.5,0
37,35,33,-2.0,0
35,33,32,-1.5,0
33,32,33,0.0,0
32,33,30,-1.0,0
33,30,27,-3.0,0
30,27,23,-3.5,0
27,23,21,-3.0,0
23,21,18,-2.5,0
21,18,23,1.0,0
18,23,20,1.0,0
23,20,16,-3.5,0
20,16,14,-3.0,0
16,14,11,-2.5,0
14,11,19,2.5,0
11,19,16,2.5,0
19,16,13,-3.0,0
16,13,9,-3.5,0
13,9,8,-2.5,0
9,8,7,-1.0,0
8,7,6,-1.0,0
7,6,10,1.5,0
6,10,11,2.5,0
10,11,6,-2.0,0
11,6,13,1.0,0
6,13,6,0.0,0
13,6,14,0.5,0
6,14,8,1.0,0
14,8,4,-5.0,0
8,4,8,0.0,0
4,8,2,-1.0,0
8,2,8,0.0,0
2,8,1,-0.5,0
8,1,4,-2.0,0
1,4,9,4.0,0
4,9,11,3.5,0
9,11,13,2.0,0
11,13,16,2.5,0
13,16,13,0.0,0
16,13,11,-2.5,0
13,11,9,-2.0,0
11,9,4,-3.5,0
9,4,16,3.5,0
4,16,25,10.5,0
16,25,26,5.0,0
25,26,28,1.5,0
26,28,30,2.0,0
28,30,26,-1.0,0
30,26,28,-1.0,0
26,28,30,2.0,0
28,30,32,2.0,0
30,32,28,-1.0,0
32,28,30,-1.0,0
28,30,32,2.0,0
30,32,33,1.5,0
32,33,37,2.5,0
33,37,38,2.5,0
37,38,40,1.5,0
38,40,42,2.0,0
40,42,38,-1.0,0
42,38,40,-1.0,0
38,40,42,2.0,0
40,42,44,2.0,0
42,44,40,-1.0,0
44,40,42,-1.0,0
40,42,44,2.0,0
42,44,45,1.5,0
44,45,40,-2.0,0
45,40,37,-4.0,0
40,37,33,-3.5,0
37,33,28,-4.5,0
33,28,25,-4.0,0
28,25,21,-3.5,0
25,21,16,-4.5,0
21,16,13,-4.0,0
16,13,9,-3.5,0
13,9,4,-4.5,0
9,4,9,0.0,0
4,9,9,2.5,0
9,9,12,1.5,0
4,3,4,0.0,0
3,4,0,-1.5,0
4,0,9,2.5,0
0,9,17,8.5,0
9,17,16,3.5,0
17,16,15,-1.0,0
16,15,15,-0.5,0
15,15,11,-2.0,0
15,11,12,-1.5,0
11,12,9,-1.0,0
12,9,12,0.0,0
9,12,11,1.0,0
12,11,12,0.0,0
11,12,9,-1.0,0
12,9,12,0.0,0
9,12,16,3.5,0
12,16,4,-4.0,0
16,4,11,-2.5,0
4,11,15,5.5,0
11,15,16,2.5,0
15,16,16,0.5,0
16,16,23,3.5,0
16,23,27,5.5,0
23,27,28,2.5,0
27,28,40,6.5,0
28,40,37,4.5,0
40,37,34,-3.0,0
37,34,31,-3.0,0
34,31,28,-3.0,0
31,28,25,-3.0,0
28,25,22,-3.0,0
25,22,18,-3.5,0
22,18,14,-4.0,0
18,14,18,0.0,0
14,18,23,4.5,0
18,23,23,2.5,0
23,23,26,1.5,0
23,26,13,-5.0,0
26,13,14,-6.0,0
13,14,11,-1.0,0
14,11,18,2.0,0
11,18,17,3.0,0
18,17,18,0.0,0
17,18,14,-1.5,0
18,14,23,2.5,0
14,23,31,8.5,0
23,31,30,3.5,0
31,30,29,-1.0,0
30,29,29,-0.5,0
29,29,25,-2.0,0
29,25,26,-1.5,0
25,26,23,-1.0,0
26,23,26,0.0,0
23,26,25,1.0,0
26,25,26,0.0,0
25,26,23,-1.0,0
26,23,26,0.0,0
23,26,18,-2.5,0
26,18,25,-0.5,0
18,25,29,5.5,0
25,29,30,2.5,0
29,30,30,0.5,0
30,30,37,3.5,0
30,37,41,5.5,0
37,41,42,2.5,0
41,42,39,-1.0,0
42,39,36,-3.0,0
39,36,33,-3.0,0
36,33,30,-3.0,0
33,30,27,-3.0,0
30,27,24,-3.0,0
27,24,21,-3.0,0
24,21,18,-3.0,0
21,18,15,-3.0,0
18,15,13,-2.5,0
15,13,13,-1.0,0
13,13,20,3.5,0
13,20,23,5.0,0
20,23,22,1.0,0
23,22,25,1.0,0
22,25,30,4.0,0
25,30,34,4.5,0
30,34,37,3.5,0
34,37,35,0.5,0
37,35,11,-13.0,0
35,11,18,-8.5,0
11,18,21,5.0,0
18,21,20,1.0,0
21,20,23,1.0,0
20,23,28,4.0,0
23,28,32,4.5,0
28,32,35,3.5,0
32,35,33,0.5,0
35,33,9,-13.0,0
33,9,16,-8.5,0
9,16,20,5.5,0
16,20,19,1.5,0
20,19,22,1.0,0
19,22,27,4.0,0
22,27,31,4.5,0
27,31,33,3.0,0
31,33,32,0.5,0
33,32,8,-12.5,0
32,8,15,-8.5,0
8,15,18,5.0,0
15,18,17,1.0,0
18,17,23,2.5,0
17,23,25,4.0,0
23,25,29,3.0,0
25,29,32,3.5,0
29,32,30,0.5,0
32,30,18,-7.0,0
30,18,23,-3.5,0
18,23,28,5.0,0
23,28,26,1.5,0
28,26,21,-3.5,0
26,21,20,-3.0,0
21,20,25,2.0,0
20,25,32,6.0,0
25,32,30,2.5,0
32,30,18,-7.0,0
30,18,23,-3.5,0
18,23,28,5.0,0
23,28,26,1.5,0
28,26,21,-3.5,0
26,21,20,-3.0,0
21,20,25,2.0,0
20,25,23,1.5,0
25,23,11,-7.0,0
23,11,16,-3.5,0
11,16,22,5.5,0
16,22,23,3.5,0
22,23,11,-5.5,0
23,11,16,-3.5,0
11,16,22,5.5,0
16,22,23,3.5,0
22,23,11,-5.5,0
23,11,16,-3.5,0
11,16,22,5.5,0
16,22,23,3.5,0
22,23,11,-5.5,0
23,11,16,-3.5,0
11,16,22,5.5,0
16,22,23,3.5,0
22,23,11,-5.5,0
23,11,16,-3.5,0
11,16,22,5.5,0
16,22,18,1.0,0
22,18,17,-2.5,0
18,17,18,0.0,0
17,18,20,1.5,0
18,20,21,1.5,0
20,21,20,0.0,0
21,20,18,-1.5,0
20,18,17,-1.5,0
18,17,18,0.0,0
17,18,20,1.5,0
18,20,21,1.5,0
20,21,20,0.0,0
21,20,24,1.5,0
20,24,25,2.5,0
24,25,18,-3.0,0
25,18,17,-4.0,0
18,17,18,0.0,0
17,18,20,1.5,0
18,20,21,1.5,0
20,21,20,0.0,0
21,20,18,-1.5,0
20,18,17,-1.5,0
18,17,18,0.0,0
17,18,20,1.5,0
18,20,21,1.5,0
20,21,20,0.0,0
21,20,24,1.5,0
20,24,25,2.5,0
24,25,18,-3.0,0
25,18,17,-4.0,0
18,17,18,0.0,0
17,18,20,1.5,0
18,20,21,1.5,0
20,21,20,0.0,0
21,20,18,-1.5,0
20,18,17,-1.5,0
18,17,18,0.0,0
17,18,19,1.0,0
18,19,21,1.5,0
19,21,18,-0.5,0
21,18,24,1.5,0
18,24,23,2.5,0
24,23,26,1.0,0
23,26,21,-1.0,0
26,21,19,-3.5,0
21,19,18,-1.5,0
19,18,19,0.0,0
18,19,21,1.5,0
19,21,19,0.0,0
21,19,20,-0.5,0
19,20,18,-0.5,0
20,18,20,0.0,0
18,20,21,1.5,0
20,21,23,1.5,0
21,23,20,-0.5,0
23,20,25,1.0,0
20,25,28,4.0,0
25,28,23,-1.0,0
28,23,21,-3.5,0
23,21,20,-1.5,0
21,20,21,0.0,0
20,21,23,1.5,0
21,23,21,0.0,0
23,21,22,-0.5,0
21,22,20,-0.5,0
22,20,22,0.0,0
20,22,23,1.5,0
22,23,25,1.5,0
23,25,22,-0.5,0
25,22,26,0.5,0
22,26,25,1.5,0
26,25,25,-0.5,0
25,25,23,-1.0,0
25,23,22,-1.5,0
23,22,23,0.0,0
22,23,25,1.5,0
23,25,23,0.0,0
25,23,23,-1.0,0
23,23,21,-1.0,0
23,21,20,-1.5,0
21,20,21,0.0,0
20,21,23,1.5,0
21,23,21,0.0,0
23,21,24,0.5,0
21,24,23,1.0,0
24,23,21,-1.5,0
23,21,20,-1.5,0
21,20,19,-1.0,0
20,19,20,0.0,0
19,20,21,1.0,0
20,21,20,0.0,0
21,20,21,0.0,0
20,21,20,0.0,0
21,20,18,-1.5,0
20,18,20,0.0,0
18,20,21,1.5,0
20,21,20,0.0,0
21,20,22,0.5,0
20,22,21,0.5,0
22,21,20,-1.0,0
21,20,18,-1.5,0
20,18,17,-1.5,0
18,17,18,0.0,0
17,18,20,1.5,0
18,20,18,0.0,0
20,18,20,0.0,0
18,20,18,0.0,0
20,18,17,-1.5,0
18,17,18,0.0,0
17,18,20,1.5,0
18,20,18,0.0,0
20,18,17,-1.5,0
18,17,13,-2.5,0
17,13,8,-4.5,0
13,8,13,0.0,0
8,13,17,4.5,0
13,17,20,3.5,0
17,20,17,0.0,0
20,17,13,-3.5,0
17,13,8,-4.5,0
13,8,13,0.0,0
8,13,17,4.5,0
13,17,20,3.5,0
17,20,18,0.5,0
20,18,13,-3.5,0
18,13,9,-4.5,0
13,9,13,0.0,0
9,13,18,4.5,0
13,18,21,4.0,0
18,21,18,0.0,0
21,18,15,-3.0,0
18,15,12,-3.0,0
15,12,15,0.0,0
12,15,18,3.0,0
15,18,21,3.0,0
18,21,20,1.0,0
21,20,17,-2.0,0
20,17,13,-3.5,0
17,13,17,0.0,0
13,17,20,3.5,0
17,20,25,4.0,0
20,25,20,0.0,0
25,20,17,-4.0,0
20,17,13,-3.5,0
17,13,17,0.0,0
13,17,20,3.5,0
17,20,25,4.0,0
20,25,21,0.5,0
25,21,18,-3.5,0
21,18,13,-4.0,0
18,13,18,0.0,0
13,18,21,4.0,0
18,21,25,3.5,0
21,25,21,0.0,0
25,21,18,-3.5,0
21,18,15,-3.0,0
18,15,18,0.0,0
15,18,21,3.0,0
18,21,24,3.0,0
21,24,25,2.0,0
24,25,20,-2.0,0
25,20,17,-4.0,0
20,17,20,0.0,0
17,20,25,4.0,0
20,25,29,4.5,0
25,29,32,3.5,0
29,32,29,0.0,0
32,29,35,1.5,0
29,35,32,1.5,0
35,32,30,-2.5,0
32,30,29,-1.5,0
30,29,37,3.5,0
29,37,35,3.0,0
37,35,34,-1.5,0
35,34,32,-1.5,0
34,32,30,-2.0,0
32,30,29,-1.5,0
30,29,30,0.0,0
29,30,27,-1.0,0
30,27,24,-3.0,0
27,24,20,-3.5,0
24,20,18,-3.0,0
20,18,15,-2.5,0
18,15,20,1.0,0
15,20,17,1.0,0
20,17,13,-3.5,0
17,13,12,-2.5,0
13,12,11,-1.0,0
12,11,10,-1.0,0
11,10,13,1.0,0
10,13,16,3.0,0
13,16,28,7.5,0
16,28,25,4.5,0
28,25,22,-3.0,0
25,22,19,-3.0,0
22,19,15,-3.5,0
19,15,20,0.5,0
15,20,15,0.0,0
20,15,22,1.0,0
15,22,15,0.0,0
22,15,23,0.5,0
15,23,17,1.0,0
23,17,13,-5.0,0
17,13,17,0.0,0
13,17,11,-1.0,0
17,11,17,0.0,0
11,17,10,-0.5,0
17,10,13,-2.0,0
10,13,18,4.0,0
13,18,22,4.5,0
18,22,18,0.0,0
22,18,13,-4.5,0
18,13,10,-4.0,0
13,10,8,-2.5,0
10,8,13,1.5,0
8,13,18,5.0,0
13,18,13,0.0,0
18,13,17,-0.5,0
13,17,18,2.5,0
17,18,15,-1.0,0
18,15,13,-2.5,0
15,13,12,-1.5,0
13,12,17,2.0,0
12,17,15,1.5,0
17,15,20,1.5,0
15,20,22,3.5,0
20,22,20,0.0,0
22,20,18,-2.0,0
20,18,29,4.5,0
18,29,32,7.0,0
29,32,34,2.5,0
32,34,32,0.0,0
34,32,30,-2.0,0
32,30,25,-3.5,0
30,25,23,-3.5,0
25,23,20,-2.5,0
23,20,15,-4.0,0
20,15,18,-1.0,0
15,18,17,1.0,0
18,17,13,-2.5,0
17,13,12,-2.5,0
13,12,13,0.0,0
12,13,15,1.5,0
13,15,13,0.0,0
15,13,17,1.0,0
13,17,22,4.5,0
17,22,17,0.0,0
22,17,18,-2.0,0
17,18,20,1.5,0
18,20,22,2.0,0
20,22,23,1.5,0
22,23,25,1.5,0
23,25,24,0.5,0
25,24,25,0.0,0
24,25,27,1.5,0
25,27,28,1.5,0
27,28,29,1.0,0
28,29,30,1.0,0
29,30,29,0.0,0
30,29,30,0.0,0
29,30,32,1.5,0
30,32,34,2.0,0
32,34,35,1.5,0
34,35,37,1.5,0
35,37,36,0.5,0
37,36,37,0.0,0
36,37,39,1.5,0
37,39,40,1.5,0
39,40,41,1.0,0
40,41,42,1.0,0
41,42,37,-2.0,0
42,37,34,-4.0,0
37,34,32,-2.5,0
34,32,34,0.0,0
32,34,30,-1.0,0
34,30,37,1.5,0
30,37,34,2.0,0
37,34,30,-3.5,0
34,30,29,-2.5,0
30,29,30,0.0,0
29,30,25,-2.0,0
30,25,34,2.0,0
25,34,30,2.5,0
34,30,25,-4.5,0
30,25,23,-3.5,0
25,23,25,0.0,0
23,25,22,-0.5,0
25,22,30,2.5,0
22,30,25,1.5,0
30,25,22,-4.0,0
25,22,20,-2.5,0
22,20,22,0.0,0
20,22,18,-1.0,0
22,18,25,1.5,0
18,25,22,2.0,0
25,22,18,-3.5,0
22,18,13,-4.5,0
18,13,22,2.0,0
13,22,25,6.0,0
22,25,30,4.0,0
25,30,34,4.5,0
30,34,37,3.5,0
34,37,42,4.0,0
37,42,14,-11.5,0
42,14,13,-14.5,0
14,13,12,-1.0,0
13,12,14,0.5,0
12,14,13,0.5,0
14,13,12,-1.0,0
13,12,6,-3.5,0
6,13,11,2.5,0
13,11,9,-2.0,0
11,9,8,-1.5,0
9,8,6,-1.5,0
8,6,4,-2.0,0
6,4,2,-2.0,0
4,2,1,-1.5,0
2,4,6,2.0,0
4,6,4,0.0,0
6,4,2,-2.0,0
4,2,4,0.0,0
2,4,1,-0.5,0
1,1,2,0.5,0
4,2,4,0.0,0
2,4,2,0.0,0
4,2,1,-1.5,0
6,8,4,-1.0,0
8,4,6,-1.0,0
4,6,8,2.0,0
6,8,1,-2.5,0
8,1,2,-3.0,0
1,2,4,1.5,0
2,4,6,2.0,0
4,6,2,-1.0,0
6,2,4,-1.0,0
2,4,9,3.5,0
4,9,18,7.0,0
9,18,16,3.5,0
18,16,15,-1.5,0
16,15,14,-1.0,0
15,14,9,-3.0,0
14,9,18,2.0,0
9,18,20,5.5,0
18,20,16,-1.0,0
20,16,18,-1.0,0
16,18,20,2.0,0
18,20,13,-2.5,0
20,13,14,-3.0,0
13,14,16,1.5,0
14,16,18,2.0,0
16,18,14,-1.0,0
18,14,16,-1.0,0
14,16,21,3.5,0
16,21,14,-1.0,0
21,14,13,-4.0,0
14,13,12,-1.0,0
13,12,14,0.5,0
12,14,13,0.5,0
14,13,12,-1.0,0
13,12,6,-3.5,0
6,13,11,2.5,0
13,11,9,-2.0,0
11,9,8,-1.5,0
9,8,6,-1.5,0
8,6,4,-2.0,0
6,4,2,-2.0,0
4,2,1,-1.5,0
1,4,2,0.5,0
4,2,1,-1.5,0
2,4,6,2.0,0
4,6,4,0.0,0
6,4,2,-2.0,0
4,2,4,0.0,0
2,4,1,-0.5,0
1,1,2,0.5,0
4,2,4,0.0,0
2,4,2,0.0,0
4,2,1,-1.5,0
6,8,4,-1.0,0
8,4,6,-1.0,0
4,6,8,2.0,0
6,8,1,-2.5,0
8,1,2,-3.0,0
1,2,4,1.5,0
2,4,6,2.0,0
4,6,2,-1.0,0
6,2,4,-1.0,0
2,4,9,3.5,0
4,9,18,7.0,0
9,18,16,3.5,0
18,16,15,-1.5,0
16,15,14,-1.0,0
15,14,9,-3.0,0
14,9,18,2.0,0
9,18,20,5.5,0
18,20,16,-1.0,0
20,16,18,-1.0,0
16,18,20,2.0,0
18,20,13,-2.5,0
20,13,14,-3.0,0
13,14,16,1.5,0
14,16,18,2.0,0
16,18,14,-1.0,0
18,14,16,-1.0,0
14,16,21,3.5,0
16,21,4,-6.0,0
21,4,0,-10.5,0
5,4,3,-1.0,0
11,6,19,4.0,0
6,19,19,6.5,0
19,19,18,-0.5,0
19,18,17,-1.0,0
13,9,25,6.0,0
9,25,20,5.5,0
25,20,33,4.0,0
8,4,18,5.0,0
6,2,16,5.0,0
4,1,15,5.5,0
13,9,13,0.0,0
9,13,8,-0.5,0
13,8,6,-3.5,0
8,6,13,2.5,0
6,13,5,-0.5,0
13,5,9,-2.0,0
5,9,13,4.0,0
9,13,8,-0.5,0
13,8,6,-3.5,0
8,6,13,2.5,0
6,13,5,-0.5,0
13,5,2,-5.5,0
5,2,6,0.5,0
2,6,2,0.0,0
6,2,6,0.0,0
2,6,2,0.0,0
6,2,6,0.0,0
2,6,2,0.0,0
6,2,6,0.0,0
2,6,14,6.0,0
6,14,7,0.5,0
14,7,4,-5.0,0
1,6,5,2.0,0
6,5,6,0.0,0
3,8,6,1.5,0
8,6,1,-3.5,0
6,1,10,2.0,0
10,1,8,-1.0,0
1,8,13,6.0,0
8,13,11,1.5,0
13,11,8,-2.5,0
11,8,10,-0.5,0
8,10,6,-1.0,0
10,6,1,-4.5,0
3,6,10,3.5,0
6,10,6,0.0,0
10,6,3,-3.5,0
3,6,8,2.5,0
6,8,6,0.0,0
8,6,3,-2.5,0
1,4,6,2.5,0
4,6,4,0.0,0
6,4,1,-2.5,0
3,8,3,0.0,0
8,3,10,1.0,0
3,10,3,0.0,0
10,3,11,0.5,0
3,11,1,-1.0,0
11,1,13,1.0,0
1,13,1,0.0,0
13,1,11,-1.0,0
1,11,1,0.0,0
6,10,6,0.0,0
10,6,10,0.0,0
6,10,6,0.0,0
10,6,11,0.5,0
6,11,6,0.0,0
11,6,11,0.0,0
6,11,6,0.0,0
11,6,13,1.0,0
6,13,6,0.0,0
11,1,13,1.0,0
1,13,1,0.0,0
13,1,11,-1.0,0
1,11,1,0.0,0
11,1,7,-2.0,0
1,7,3,1.0,0
7,3,8,0.5,0
3,8,3,0.0,0
8,3,10,1.0,0
3,10,3,0.0,0
10,3,6,-2.0,0
3,6,5,1.0,0
6,5,6,0.0,0
5,6,10,2.5,0
6,10,6,0.0,0
10,6,5,-2.5,0
6,5,6,0.0,0
5,6,5,0.0,0
6,5,6,0.0,0
5,6,4,-0.5,0
6,4,6,0.0,0
4,6,3,-0.5,0
6,3,6,0.0,0
3,6,11,4.0,0
6,11,6,0.0,0
11,6,1,-5.0,0
6,1,6,0.0,0
1,6,0,-0.5,0
6,0,6,0.0,0
0,6,8,4.0,0
6,8,6,0.0,0
8,6,0,-4.0,0
6,0,6,0.0,0
0,6,1,0.5,0
6,1,8,1.0,0
1,8,11,5.0,0
8,11,8,0.0,0
11,8,8,-1.5,0
8,8,8,0.0,0
8,8,8,0.0,0
8,8,8,0.0,0
8,8,10,1.0,0
8,10,6,-1.0,0
10,6,11,0.5,0
6,11,6,0.0,0
11,6,13,1.0,0
6,13,6,0.0,0
3,8,11,4.0,0
