note_minus_2,note_minus_1,current_note,avg_interval,label
36,27,44,4.0,1
27,44,40,6.5,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,44,4.5,1
28,44,40,6.0,1
44,40,35,-4.5,1
40,35,28,-6.0,1
35,28,45,5.0,1
28,45,40,6.0,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,45,4.0,1
21,45,40,9.5,1
45,40,37,-4.0,1
40,37,21,-9.5,1
37,21,43,3.0,1
21,43,38,8.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,40,4.5,1
43,40,36,-3.5,1
40,36,24,-8.0,1
36,24,43,3.5,1
24,43,40,8.0,1
43,40,36,-3.5,1
40,36,24,-8.0,1
36,24,43,3.5,1
24,43,40,8.0,1
43,40,36,-3.5,1
40,36,24,-8.0,1
36,24,43,3.5,1
24,43,40,8.0,1
43,40,36,-3.5,1
40,36,24,-8.0,1
36,24,45,4.5,1
24,45,38,7.0,1
45,38,30,-7.5,1
38,30,36,-1.0,1
30,36,45,7.5,1
36,45,38,1.0,1
45,38,30,-7.5,1
38,30,36,-1.0,1
30,36,45,7.5,1
36,45,38,1.0,1
45,38,30,-7.5,1
38,30,36,-1.0,1
30,36,45,7.5,1
36,45,38,1.0,1
45,38,30,-7.5,1
38,30,36,-1.0,1
30,36,43,6.5,1
36,43,38,1.0,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,45,5.0,1
31,45,40,4.5,1
45,40,36,-4.5,1
40,36,33,-3.5,1
36,33,45,4.5,1
33,45,40,3.5,1
45,40,36,-4.5,1
40,36,33,-3.5,1
36,33,47,5.5,1
33,47,40,3.5,1
47,40,36,-5.5,1
40,36,33,-3.5,1
36,33,47,5.5,1
33,47,40,3.5,1
47,40,36,-5.5,1
40,36,33,-3.5,1
36,33,48,6.0,1
33,48,41,4.0,1
48,41,36,-6.0,1
41,36,32,-4.5,1
36,32,48,6.0,1
32,48,41,4.5,1
48,41,36,-6.0,1
41,36,32,-4.5,1
36,32,48,6.0,1
32,48,41,4.5,1
48,41,38,-5.0,1
41,38,32,-4.5,1
38,32,48,5.0,1
32,48,41,4.5,1
48,41,38,-5.0,1
41,38,32,-4.5,1
38,32,48,5.0,1
32,48,43,5.5,1
48,43,40,-4.0,1
43,40,31,-6.0,1
40,31,48,4.0,1
31,48,43,6.0,1
48,43,40,-4.0,1
43,40,31,-6.0,1
40,31,48,4.0,1
31,48,43,6.0,1
48,43,40,-4.0,1
43,40,31,-6.0,1
40,31,48,4.0,1
31,48,43,6.0,1
48,43,40,-4.0,1
43,40,31,-6.0,1
40,31,47,3.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,47,4.5,1
31,47,43,6.0,1
47,43,38,-4.5,1
43,38,31,-6.0,1
38,31,48,5.0,1
31,48,43,6.0,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,48,4.0,1
24,48,43,9.5,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,48,4.0,1
24,48,43,9.5,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,48,4.0,1
24,48,43,9.5,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,48,4.0,1
24,48,43,9.5,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,48,4.0,1
24,48,43,9.5,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,48,4.0,1
24,48,43,9.5,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,48,4.0,1
24,48,43,9.5,1
48,43,40,-4.0,1
43,40,24,-9.5,1
40,24,50,5.0,1
24,50,47,11.5,1
50,47,43,-3.5,1
47,43,31,-8.0,1
43,31,50,3.5,1
31,50,47,8.0,1
50,47,43,-3.5,1
47,43,31,-8.0,1
43,31,50,3.5,1
31,50,45,7.0,1
50,45,41,-4.5,1
45,41,31,-7.0,1
41,31,50,4.5,1
31,50,45,7.0,1
50,45,41,-4.5,1
45,41,31,-7.0,1
41,31,52,5.5,1
31,52,47,8.0,1
52,47,40,-6.0,1
47,40,32,-7.5,1
40,32,52,6.0,1
32,52,47,7.5,1
52,47,40,-6.0,1
47,40,32,-7.5,1
40,32,52,6.0,1
32,52,47,7.5,1
52,47,40,-6.0,1
47,40,32,-7.5,1
40,32,52,6.0,1
32,52,47,7.5,1
52,47,40,-6.0,1
47,40,32,-7.5,1
40,32,48,4.0,1
32,48,45,6.5,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,48,4.0,1
33,48,45,6.0,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,48,4.0,1
33,48,45,6.0,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,48,4.0,1
33,48,45,6.0,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,48,4.0,1
33,48,45,6.0,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,48,4.0,1
33,48,45,6.0,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,48,4.0,1
33,48,45,6.0,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,48,4.0,1
33,48,45,6.0,1
48,45,40,-4.0,1
45,40,33,-6.0,1
40,33,47,3.5,1
33,47,43,5.0,1
47,43,40,-3.5,1
43,40,28,-7.5,1
40,28,47,3.5,1
28,47,43,7.5,1
47,43,40,-3.5,1
43,40,28,-7.5,1
40,28,48,4.0,1
28,48,43,7.5,1
48,43,40,-4.0,1
43,40,28,-7.5,1
40,28,48,4.0,1
28,48,43,7.5,1
48,43,40,-4.0,1
43,40,28,-7.5,1
40,28,50,5.0,1
28,50,43,7.5,1
50,43,38,-6.0,1
43,38,23,-10.0,1
38,23,50,6.0,1
23,50,43,10.0,1
50,43,38,-6.0,1
43,38,23,-10.0,1
38,23,50,6.0,1
23,50,43,10.0,1
50,43,38,-6.0,1
43,38,24,-9.5,1
38,24,50,6.0,1
24,50,43,9.5,1
50,43,38,-6.0,1
43,38,24,-9.5,1
38,24,45,3.5,1
24,45,42,9.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,50,6.0,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,42,8.0,1
50,42,33,-8.5,1
42,33,26,-8.0,1
33,26,50,8.5,1
26,50,43,8.5,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,50,7.5,1
31,50,43,6.0,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,50,7.5,1
31,50,43,6.0,1
50,43,35,-7.5,1
43,35,30,-6.5,1
35,30,50,7.5,1
30,50,43,6.5,1
50,43,35,-7.5,1
43,35,30,-6.5,1
35,30,48,6.5,1
30,48,43,6.5,1
48,43,36,-6.0,1
43,36,28,-7.5,1
36,28,48,6.0,1
28,48,43,7.5,1
48,43,36,-6.0,1
43,36,28,-7.5,1
36,28,48,6.0,1
28,48,43,7.5,1
48,43,36,-6.0,1
43,36,28,-7.5,1
36,28,48,6.0,1
28,48,43,7.5,1
48,43,36,-6.0,1
43,36,28,-7.5,1
36,28,47,5.5,1
28,47,43,7.5,1
47,43,38,-4.5,1
43,38,26,-8.5,1
38,26,47,4.5,1
26,47,43,8.5,1
47,43,38,-4.5,1
43,38,26,-8.5,1
38,26,45,3.5,1
26,45,43,8.5,1
45,43,38,-3.5,1
43,38,26,-8.5,1
38,26,45,3.5,1
26,45,43,8.5,1
45,43,38,-3.5,1
43,38,26,-8.5,1
38,26,45,3.5,1
26,45,43,8.5,1
45,43,40,-2.5,1
43,40,24,-9.5,1
40,24,45,2.5,1
24,45,43,9.5,1
45,43,40,-2.5,1
43,40,24,-9.5,1
40,24,45,2.5,1
24,45,43,9.5,1
45,43,40,-2.5,1
43,40,24,-9.5,1
40,24,45,2.5,1
24,45,43,9.5,1
45,43,40,-2.5,1
43,40,24,-9.5,1
40,24,45,2.5,1
24,45,42,9.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,38,-3.5,1
42,38,26,-8.0,1
38,26,45,3.5,1
26,45,42,8.0,1
45,42,36,-4.5,1
42,36,26,-8.0,1
36,26,45,4.5,1
26,45,42,8.0,1
45,42,36,-4.5,1
42,36,26,-8.0,1
36,26,43,3.5,1
26,43,38,6.0,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,38,9.5,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,38,9.5,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,38,9.5,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,38,9.5,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,38,9.5,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,38,9.5,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,38,9.5,1
43,38,35,-4.0,1
38,35,19,-9.5,1
35,19,43,4.0,1
19,43,40,10.5,1
43,40,36,-3.5,1
40,36,24,-8.0,1
36,24,43,3.5,1
24,43,40,8.0,1
43,40,36,-3.5,1
40,36,24,-8.0,1
36,24,43,3.5,1
24,43,40,8.0,1
43,40,36,-3.5,1
40,36,26,-7.0,1
36,26,43,3.5,1
26,43,40,7.0,1
43,40,36,-3.5,1
40,36,26,-7.0,1
36,26,43,3.5,1
26,43,35,4.5,1
43,35,31,-6.0,1
35,31,28,-3.5,1
31,28,43,6.0,1
28,43,35,3.5,1
43,35,31,-6.0,1
35,31,28,-3.5,1
31,28,43,6.0,1
28,43,37,4.5,1
43,37,31,-6.0,1
37,31,28,-4.5,1
31,28,43,6.0,1
28,43,37,4.5,1
43,37,31,-6.0,1
37,31,28,-4.5,1
31,28,45,7.0,1
28,45,38,5.0,1
45,38,30,-7.5,1
38,30,26,-6.0,1
30,26,45,7.5,1
26,45,38,6.0,1
45,38,30,-7.5,1
38,30,26,-6.0,1
30,26,45,7.5,1
26,45,36,5.0,1
45,36,30,-7.5,1
36,30,28,-4.0,1
30,28,45,7.5,1
28,45,36,4.0,1
45,36,30,-7.5,1
36,30,28,-4.0,1
30,28,43,6.5,1
28,43,35,3.5,1
43,35,31,-6.0,1
35,31,29,-3.0,1
31,29,43,6.0,1
29,43,35,3.0,1
43,35,31,-6.0,1
35,31,29,-3.0,1
31,29,43,6.0,1
29,43,35,3.0,1
43,35,31,-6.0,1
35,31,29,-3.0,1
31,29,43,6.0,1
29,43,35,3.0,1
43,35,31,-6.0,1
35,31,29,-3.0,1
31,29,45,7.0,1
29,45,36,3.5,1
45,36,31,-7.0,1
36,31,28,-4.0,1
31,28,45,7.0,1
28,45,36,4.0,1
45,36,31,-7.0,1
36,31,28,-4.0,1
31,28,47,8.0,1
28,47,38,5.0,1
47,38,29,-9.0,1
38,29,26,-6.0,1
29,26,47,9.0,1
26,47,38,6.0,1
47,38,29,-9.0,1
38,29,26,-6.0,1
29,26,48,9.5,1
26,48,36,5.0,1
48,36,31,-8.5,1
36,31,28,-4.0,1
31,28,48,8.5,1
28,48,36,4.0,1
48,36,31,-8.5,1
36,31,28,-4.0,1
31,28,48,8.5,1
28,48,38,5.0,1
48,38,31,-8.5,1
38,31,30,-4.0,1
31,30,48,8.5,1
30,48,38,4.0,1
48,38,31,-8.5,1
38,31,30,-4.0,1
31,30,48,8.5,1
30,48,40,5.0,1
48,40,31,-8.5,1
40,31,31,-4.5,1
31,31,48,8.5,1
31,48,40,4.5,1
48,40,31,-8.5,1
40,31,31,-4.5,1
31,31,48,8.5,1
31,48,40,4.5,1
48,40,31,-8.5,1
40,31,31,-4.5,1
31,31,48,8.5,1
31,48,40,4.5,1
48,40,31,-8.5,1
40,31,31,-4.5,1
31,31,47,8.0,1
31,47,38,3.5,1
47,38,40,-3.5,1
38,40,32,-3.0,1
40,32,47,3.5,1
32,47,38,3.0,1
47,38,40,-3.5,1
38,40,32,-3.0,1
40,32,47,3.5,1
32,47,38,3.0,1
47,38,40,-3.5,1
38,40,32,-3.0,1
40,32,47,3.5,1
32,47,38,3.0,1
47,38,40,-3.5,1
38,40,32,-3.0,1
40,32,48,4.0,1
32,48,36,2.0,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,48,4.0,1
33,48,36,1.5,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,48,4.0,1
33,48,36,1.5,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,48,4.0,1
33,48,36,1.5,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,48,4.0,1
33,48,36,1.5,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,48,4.0,1
33,48,36,1.5,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,48,4.0,1
33,48,36,1.5,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,48,4.0,1
33,48,36,1.5,1
48,36,40,-4.0,1
36,40,33,-1.5,1
40,33,50,5.0,1
33,50,42,4.5,1
50,42,38,-6.0,1
42,38,35,-3.5,1
38,35,50,6.0,1
35,50,42,3.5,1
50,42,38,-6.0,1
42,38,35,-3.5,1
38,35,50,6.0,1
35,50,42,3.5,1
50,42,36,-7.0,1
42,36,35,-3.5,1
36,35,50,7.0,1
35,50,42,3.5,1
50,42,36,-7.0,1
42,36,35,-3.5,1
36,35,52,8.0,1
35,52,44,4.5,1
52,44,35,-8.5,1
44,35,28,-8.0,1
35,28,52,8.5,1
28,52,44,8.0,1
52,44,35,-8.5,1
44,35,28,-8.0,1
35,28,52,8.5,1
28,52,44,8.0,1
52,44,35,-8.5,1
44,35,28,-8.0,1
35,28,52,8.5,1
28,52,44,8.0,1
52,44,35,-8.5,1
44,35,28,-8.0,1
35,28,48,6.5,1
28,48,40,6.0,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,48,7.5,1
33,48,40,3.5,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,48,7.5,1
33,48,40,3.5,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,48,7.5,1
33,48,40,3.5,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,48,7.5,1
33,48,40,3.5,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,48,7.5,1
33,48,40,3.5,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,48,7.5,1
33,48,40,3.5,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,48,7.5,1
33,48,40,3.5,1
48,40,33,-7.5,1
40,33,33,-3.5,1
33,33,47,7.0,1
33,47,43,5.0,1
47,43,31,-8.0,1
43,31,28,-7.5,1
31,28,47,8.0,1
28,47,43,7.5,1
47,43,31,-8.0,1
43,31,28,-7.5,1
31,28,48,8.5,1
28,48,43,7.5,1
48,43,33,-7.5,1
43,33,28,-7.5,1
33,28,48,7.5,1
28,48,43,7.5,1
48,43,33,-7.5,1
43,33,28,-7.5,1
33,28,50,8.5,1
28,50,42,7.0,1
50,42,35,-7.5,1
42,35,26,-8.0,1
35,26,50,7.5,1
26,50,42,8.0,1
50,42,35,-7.5,1
42,35,26,-8.0,1
35,26,50,7.5,1
26,50,43,8.5,1
50,43,31,-9.5,1
43,31,28,-7.5,1
31,28,50,9.5,1
28,50,43,7.5,1
50,43,31,-9.5,1
43,31,28,-7.5,1
31,28,45,7.0,1
28,45,45,8.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,45,3.5,1
30,45,45,7.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,45,3.5,1
30,45,45,7.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,45,3.5,1
30,45,45,7.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,45,3.5,1
30,45,45,7.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,45,3.5,1
30,45,45,7.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,45,3.5,1
30,45,45,7.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,45,3.5,1
30,45,45,7.5,1
45,45,38,-3.5,1
45,38,30,-7.5,1
38,30,50,6.0,1
30,50,43,6.5,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,50,7.5,1
31,50,43,6.0,1
50,43,35,-7.5,1
43,35,31,-6.0,1
35,31,50,7.5,1
31,50,43,6.0,1
50,43,36,-7.0,1
43,36,33,-5.0,1
36,33,50,7.0,1
33,50,43,5.0,1
50,43,36,-7.0,1
43,36,33,-5.0,1
36,33,50,7.0,1
33,50,43,5.0,1
50,43,38,-6.0,1
43,38,35,-4.0,1
38,35,50,6.0,1
35,50,43,4.0,1
50,43,38,-6.0,1
43,38,35,-4.0,1
38,35,50,6.0,1
35,50,42,3.5,1
50,42,38,-6.0,1
42,38,35,-3.5,1
38,35,50,6.0,1
35,50,42,3.5,1
50,42,38,-6.0,1
42,38,35,-3.5,1
38,35,48,5.0,1
35,48,43,4.0,1
48,43,40,-4.0,1
43,40,35,-4.0,1
40,35,48,4.0,1
35,48,43,4.0,1
48,43,40,-4.0,1
43,40,35,-4.0,1
40,35,48,4.0,1
35,48,45,5.0,1
48,45,42,-3.0,1
45,42,33,-6.0,1
42,33,48,3.0,1
33,48,45,6.0,1
48,45,42,-3.0,1
45,42,33,-6.0,1
42,33,47,2.5,1
33,47,38,2.5,1
47,38,43,-2.0,1
38,43,35,-1.5,1
43,35,47,2.0,1
35,47,38,1.5,1
47,38,43,-2.0,1
38,43,35,-1.5,1
43,35,45,1.0,1
35,45,40,2.5,1
45,40,43,-1.0,1
40,43,36,-2.0,1
43,36,45,1.0,1
36,45,40,2.0,1
45,40,43,-1.0,1
40,43,36,-2.0,1
43,36,45,1.0,1
36,45,42,3.0,1
45,42,38,-3.5,1
42,38,38,-2.0,1
38,38,45,3.5,1
38,45,42,2.0,1
45,42,38,-3.5,1
42,38,38,-2.0,1
38,38,45,3.5,1
38,45,43,2.5,1
45,43,36,-4.5,1
43,36,38,-2.5,1
36,38,45,4.5,1
38,45,43,2.5,1
45,43,35,-5.0,1
43,35,38,-2.5,1
35,38,45,5.0,1
38,45,43,2.5,1
45,43,36,-4.5,1
43,36,26,-8.5,1
36,26,45,4.5,1
26,45,43,8.5,1
45,43,36,-4.5,1
43,36,26,-8.5,1
36,26,45,4.5,1
26,45,42,8.0,1
45,42,36,-4.5,1
42,36,26,-8.0,1
36,26,45,4.5,1
26,45,42,8.0,1
45,42,36,-4.5,1
42,36,26,-8.0,1
36,26,43,3.5,1
26,43,38,6.0,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,43,4.0,1
31,43,38,3.5,1
43,38,35,-4.0,1
38,35,31,-3.5,1
35,31,51,8.0,1
31,51,46,7.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,51,4.0,1
27,51,46,9.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,51,4.0,1
27,51,46,9.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,51,4.0,1
27,51,46,9.5,1
51,46,43,-4.0,1
46,43,27,-9.5,1
43,27,50,3.5,1
27,50,46,9.5,1
50,46,41,-4.5,1
46,41,34,-6.0,1
41,34,50,4.5,1
34,50,46,6.0,1
50,46,41,-4.5,1
46,41,34,-6.0,1
41,34,50,4.5,1
34,50,46,6.0,1
50,46,41,-4.5,1
46,41,34,-6.0,1
41,34,50,4.5,1
34,50,46,6.0,1
50,46,41,-4.5,1
46,41,34,-6.0,1
41,34,48,3.5,1
34,48,43,4.5,1
48,43,39,-4.5,1
43,39,36,-3.5,1
39,36,48,4.5,1
36,48,43,3.5,1
48,43,39,-4.5,1
43,39,36,-3.5,1
39,36,48,4.5,1
36,48,43,3.5,1
48,43,39,-4.5,1
43,39,36,-3.5,1
39,36,48,4.5,1
36,48,43,3.5,1
48,43,39,-4.5,1
43,39,36,-3.5,1
39,36,46,3.5,1
36,46,43,3.5,1
46,43,38,-4.0,1
43,38,31,-6.0,1
38,31,46,4.0,1
31,46,43,6.0,1
46,43,38,-4.0,1
43,38,31,-6.0,1
38,31,46,4.0,1
31,46,43,6.0,1
46,43,38,-4.0,1
43,38,31,-6.0,1
38,31,46,4.0,1
31,46,43,6.0,1
46,43,38,-4.0,1
43,38,31,-6.0,1
38,31,44,3.0,1
31,44,41,5.0,1
44,41,37,-3.5,1
41,37,34,-3.5,1
37,34,44,3.5,1
34,44,41,3.5,1
44,41,37,-3.5,1
41,37,34,-3.5,1
37,34,43,3.0,1
34,43,39,2.5,1
43,39,37,-3.0,1
39,37,34,-2.5,1
37,34,43,3.0,1
34,43,39,2.5,1
43,39,37,-3.0,1
39,37,34,-2.5,1
37,34,48,5.5,1
34,48,39,2.5,1
48,39,36,-6.0,1
39,36,32,-3.5,1
36,32,48,6.0,1
32,48,39,3.5,1
48,39,36,-6.0,1
39,36,32,-3.5,1
36,32,48,6.0,1
32,48,39,3.5,1
48,39,34,-7.0,1
39,34,32,-3.5,1
34,32,48,7.0,1
32,48,39,3.5,1
48,39,34,-7.0,1
39,34,32,-3.5,1
34,32,48,7.0,1
32,48,44,6.0,1
48,44,36,-6.0,1
44,36,20,-12.0,1
36,20,48,6.0,1
20,48,44,12.0,1
48,44,36,-6.0,1
44,36,20,-12.0,1
36,20,48,6.0,1
20,48,44,12.0,1
48,44,38,-5.0,1
44,38,20,-12.0,1
38,20,48,5.0,1
20,48,44,12.0,1
48,44,38,-5.0,1
44,38,20,-12.0,1
38,20,46,4.0,1
20,46,43,11.5,1
46,43,39,-3.5,1
43,39,27,-8.0,1
39,27,46,3.5,1
27,46,43,8.0,1
46,43,39,-3.5,1
43,39,27,-8.0,1
39,27,46,3.5,1
27,46,43,8.0,1
46,43,39,-3.5,1
43,39,27,-8.0,1
39,27,46,3.5,1
27,46,43,8.0,1
46,43,39,-3.5,1
43,39,27,-8.0,1
39,27,51,6.0,1
27,51,43,8.0,1
51,43,31,-10.0,1
43,31,24,-9.5,1
31,24,51,10.0,1
24,51,43,9.5,1
51,43,31,-10.0,1
43,31,24,-9.5,1
31,24,51,10.0,1
24,51,43,9.5,1
51,43,32,-9.5,1
43,32,24,-9.5,1
32,24,51,9.5,1
24,51,43,9.5,1
51,43,32,-9.5,1
43,32,24,-9.5,1
32,24,50,9.0,1
24,50,43,9.5,1
50,43,34,-8.0,1
43,34,31,-6.0,1
34,31,50,8.0,1
31,50,43,6.0,1
50,43,34,-8.0,1
43,34,31,-6.0,1
34,31,50,8.0,1
31,50,41,5.0,1
50,41,34,-8.0,1
41,34,31,-5.0,1
34,31,50,8.0,1
31,50,41,5.0,1
50,41,34,-8.0,1
41,34,31,-5.0,1
34,31,48,7.0,1
31,48,39,4.0,1
48,39,36,-6.0,1
39,36,32,-3.5,1
36,32,48,6.0,1
32,48,39,3.5,1
48,39,36,-6.0,1
39,36,32,-3.5,1
36,32,48,6.0,1
32,48,41,4.5,1
48,41,38,-5.0,1
41,38,32,-4.5,1
38,32,48,5.0,1
32,48,41,4.5,1
48,41,38,-5.0,1
41,38,32,-4.5,1
38,32,46,4.0,1
32,46,43,5.5,1
46,43,39,-3.5,1
43,39,27,-8.0,1
39,27,46,3.5,1
27,46,43,8.0,1
46,43,39,-3.5,1
43,39,27,-8.0,1
39,27,46,3.5,1
27,46,41,7.0,1
46,41,39,-3.5,1
41,39,26,-7.5,1
39,26,46,3.5,1
26,46,41,7.5,1
46,41,39,-3.5,1
41,39,26,-7.5,1
39,26,44,2.5,1
26,44,39,6.5,1
44,39,32,-6.0,1
39,32,24,-7.5,1
32,24,44,6.0,1
24,44,39,7.5,1
44,39,32,-6.0,1
39,32,24,-7.5,1
32,24,43,5.5,1
24,43,38,7.0,1
43,38,34,-4.5,1
38,34,22,-8.0,1
34,22,43,4.5,1
22,43,38,8.0,1
43,38,34,-4.5,1
38,34,22,-8.0,1
34,22,48,7.0,1
22,48,39,8.5,1
48,39,36,-6.0,1
39,36,20,-9.5,1
36,20,48,6.0,1
20,48,39,9.5,1
48,39,36,-6.0,1
39,36,20,-9.5,1
36,20,48,6.0,1
20,48,41,10.5,1
48,41,39,-4.5,1
41,39,20,-10.5,1
39,20,48,4.5,1
20,48,41,10.5,1
